Noeud     ANGLE AUTO                     ANGLE FIXE                      INCIDENCE POUR ANGLE FIXE / N
  43  0.647996663202600                0.000000000000000E+000                 0.584852995496988
  44   1.36068030813841 	       0.000000000000000E+000		       1.35821032407194
  45   2.43743388789067 	       0.000000000000000E+000		       2.42989236412912
  46   2.57906649776432 	       0.000000000000000E+000		       2.56520936611669
  47   2.78278012981713 	       0.000000000000000E+000		       2.77130871042030
  48   2.24947586465247 	       0.000000000000000E+000		       2.29652119250327
  49   2.16123795967965 	       0.000000000000000E+000		       2.08975681202017
  50   1.13023310754928 	       0.000000000000000E+000		       1.22370530978325
  51  0.630824101043846 	       0.000000000000000E+000		      0.609601464953395
  52  0.302021274964645 	       0.000000000000000E+000		      0.182343333061374
  53   1.59016381274405 	       0.000000000000000E+000		       1.44608758099736
  54   2.10738010810454 	       0.000000000000000E+000		       1.93370352047057
  55   2.42111264452279 	       0.000000000000000E+000		       2.29132874124274
  56   2.02614275354736 	       0.000000000000000E+000		       1.88840321002694
  57  0.957931972667642 	       0.000000000000000E+000		      0.900232025847090
  58  4.448852348453949E-003	       0.000000000000000E+000		      0.104653466427285
  59   89.9997107053309 	       0.000000000000000E+000		       89.9829648050128
  60   89.9693405366023 	       0.000000000000000E+000		       89.9254372474736
  61   89.0714794607510 	       0.000000000000000E+000		       89.0152480987490
  62   89.1393992971045 	       0.000000000000000E+000		       89.1113239029399
  63   89.8602378422660 	       0.000000000000000E+000		       89.9380434956851
  64   89.1751841670511 	       0.000000000000000E+000		       89.0249059801785
  65   88.5542048665257 	       0.000000000000000E+000		       88.4158673541642
  66   88.6110308867165 	       0.000000000000000E+000		       88.4832580529017
  67   89.3210126045880 	       0.000000000000000E+000		       89.2172953882836
  68   89.5815228480086 	       0.000000000000000E+000		       89.5521486983259
  69   88.5727851334553 	       0.000000000000000E+000		       88.3534948261844
  70   88.0161136259823 	       0.000000000000000E+000		       87.6664562540601
  71   87.8401795185494 	       0.000000000000000E+000		       87.4256270438276
  72   87.8472865022297 	       0.000000000000000E+000		       87.4783673231439
  73   88.0882042661183 	       0.000000000000000E+000		       88.0004859980419
  74   88.8517650452991 	       0.000000000000000E+000		       89.2425432978636
  75   89.9331574660053 	       0.000000000000000E+000		       89.3364946851248
  76   88.9122484948855 	       0.000000000000000E+000		       88.5097642868549
  77   88.4292193406937 	       0.000000000000000E+000		       88.2777996133957
  78   88.3405105216857 	       0.000000000000000E+000		       88.3033912132598
  79   87.6905622107722 	       0.000000000000000E+000		       87.6109063123727
  80   88.0802151551128 	       0.000000000000000E+000		       87.8584341834835
  81   87.1282576154519 	       0.000000000000000E+000		       87.2310475131673
  82   82.9998130653009 	       0.000000000000000E+000		       84.4064308948600
  83   31.5720662261313 	        45.0000000000000		       34.4966434020309
  84   33.1849538941347 	        45.0000000000000		       37.2501881398411
  85   35.7280898243828 	        45.0000000000000		       40.2721556813755
  86   36.5692600965385 	        45.0000000000000		       40.9298427759391
  87   37.8023972711094 	        45.0000000000000		       41.7185214625421
  88   39.9587908242392 	        45.0000000000000		       43.0496273015408
  89   42.9460009163713 	        45.0000000000000		       44.7299977218238
  90   46.0988621795928 	        45.0000000000000		       46.2827208200118
  91   48.3955775128574 	        45.0000000000000		       47.1437405490236
  92   49.3096968287981 	        45.0000000000000		       47.4051244180377
  93   49.2652014423186 	        45.0000000000000		       47.2765748559701
  94   48.9977155767073 	        45.0000000000000		       47.2089338189596
  95   50.3188200801747 	        45.0000000000000		       48.2844198794512
  96   54.0570970371725 	        45.0000000000000		       50.3122752770832
  97   59.3675525162481 	        45.0000000000000		       52.3379062931797
  98   63.7336304388773 	        45.0000000000000		       53.3533958364776
  99   65.3580208605283 	        45.0000000000000		       53.0853536731779
 100   64.5760606187434 	        45.0000000000000		       52.2546442187567
 101   63.6074720116778 	        45.0000000000000		       52.1378565609354
 102   64.2856281521058 	        45.0000000000000		       53.1996013072100
 103   62.9719745339251 	        45.0000000000000		       53.0438251695411















































































